ID (plot);ID (sub-block);Location;Cylinder number;Plant number;Type;Water height (theoretical);Water height (true);Inst_Water_height;Max_water_height;Speed;Flooded days;Control;ID (repetition);ID (date);"ID
 (unique ID number)";ID NMK;Dry weight (g);"Date sent 
to Nbo";Date drying;"Weight before
drying chamber (g)";"Weight after 
drying chamber (g)";"Weight paper
 bag (g)";Weight plastic bag (g);Drying duration;Comments;Dry_Matter;
;roots;Nfp;26;2;roots;20;0;20;50;0;57;N;;120118;1674;2309;;120213;120220;10,55;10,21;5,5;;48HRS;;0,34;
;stem;Nfp;26;2;stems;20;0;20;50;0;57;N;;120118;1675;2310;;120213;120220;15,55;14,81;5,5;;48HRS;;0,74;
;leaves;Nfp;26;2;leaves;20;0;20;50;0;57;N;;120118;1676;2311;;120213;120220;7,98;7,78;5,5;;48HRS;;0,20;
;NFP-26-3-20cm-120118-dm;Nfp;26;3;dry_matter;20;0;20;50;0;57;N;;120118;1677;2312;;120213;120220;4,38;4,27;3,9;;48HRS;;0,11;
;roots;Nfp;26;3;roots;20;0;20;50;0;57;N;;120118;1678;2313;;120213;120220;13,26;17,77;5,5;;48HRS;;;
;stem;Nfp;26;3;stems;20;0;20;50;0;57;N;;120118;1679;2314;;120213;120220;12,8;12,2;5,5;;48HRS;;0,60;
;leaves;Nfp;26;3;leaves;20;0;20;50;0;57;N;;120118;1680;2315;;120213;120220;5,29;5,13;5,5;;48HRS;;0,16;
;NFP-16-1-20cm-120118-dm;Nfp;16;1;dry_matter;20;0;20;50;0;57;N;;120118;1681;2316;;120213;120220;15,73;15,12;5,5;;48HRS;;0,61;
;roots;Nfp;16;1;roots;20;0;20;50;0;57;N;;120118;1682;2317;;120213;120220;11,35;10,82;5,5;;48HRS;;0,53;
;stem;Nfp;16;1;stems;20;0;20;50;0;57;N;;120118;1683;2318;;120213;120220;14,68;14,08;5,5;;48HRS;;0,60;
;leaves;Nfp;16;1;leaves;20;0;20;50;0;57;N;;120118;1684;2319;;120213;120220;7,48;7,29;5,5;;48HRS;;0,19;
;NFP-16-2-20cm-120118-dm;Nfp;16;2;dry_matter;20;0;20;50;0;57;N;;120118;1685;2320;;120213;120220;5,71;5,55;5,5;;48HRS;;0,16;
;roots;Nfp;16;2;roots;20;0;20;50;0;57;N;;120118;1686;2321;;120213;120220;6,38;6,21;5,5;;48HRS;;0,17;
;stem;Nfp;16;2;stems;20;0;20;50;0;57;N;;120118;1687;2322;;120213;120220;7,17;6,92;5,5;;48HRS;;0,25;
;leaves;Nfp;16;2;leaves;20;0;20;50;0;57;N;;120118;1688;2323;;120213;120220;6,05;5,85;5,5;;48HRS;;0,20;
;NFP-16-3-20cm-120118-dm;Nfp;16;3;dry_matter;20;0;20;50;0;57;N;;120118;1689;2324;;120213;120220;6,37;6,21;5,5;;48HRS;;0,16;
;roots;Nfp;16;3;roots;20;0;20;50;0;57;N;;120118;1690;2325;;120213;120220;11,91;11,46;5,5;;48HRS;;0,45;
;stem;Nfp;16;3;stems;20;0;20;50;0;57;N;;120118;1691;2326;;120213;120220;9,59;9,28;5,5;;48HRS;;0,31;
;leaves;Nfp;16;3;leaves;20;0;20;50;0;57;N;;120118;1692;2327;;120213;120220;12,6;12,19;5,5;;48HRS;;0,41;
;NFP-6-1-50cm-120118-dm;Nfp;6;1;dry_matter;50;0;50;50;0;57;N;;120118;1693;2328;;120213;120220;4,4;4,27;3,9;;48HRS;;0,13;
;roots;Nfp;6;1;roots;50;0;50;50;0;57;N;;120118;1694;2329;;120213;120220;5,03;4,86;5,5;;48HRS;;0,17;
;stem;Nfp;6;1;stems;50;0;50;50;0;57;N;;120118;1695;2330;;120213;120220;13,14;12,46;5,5;;48HRS;;0,68;
;leaves;Nfp;6;1;leaves;50;0;50;50;0;57;N;;120118;1696;2331;;120213;120220;5,28;5,16;5,5;;48HRS;;0,12;
;NFP-6-2-50cm-120118-dm;Nfp;6;2;dry_matter;50;0;50;50;0;57;N;;120118;1697;2332;;120213;120220;5,16;5,01;5,5;;48HRS;;0,15;
;roots;Nfp;6;2;roots;50;0;50;50;0;57;N;;120118;1698;2333;;120213;120220;6,04;5,85;5,5;;48HRS;;0,19;
;stem;Nfp;6;2;stems;50;0;50;50;0;57;N;;120118;1699;2334;;120213;120220;16,07;15,35;5,5;;48HRS;;0,72;
;leaves;Nfp;6;2;leaves;50;0;50;50;0;57;N;;120118;1700;2335;;120213;120220;;;;;48HRS;eaten by cow;;
;NFP-6-3-50cm-120118-dm;Nfp;6;3;dry_matter;50;0;50;50;0;57;N;;120118;1701;2336;;120213;120220;6,14;5,95;5,5;;48HRS;;0,19;
;roots;Nfp;6;3;roots;50;0;50;50;0;57;N;;120118;1702;2337;;120213;120220;7,77;7,39;5,5;;48HRS;;0,38;
;stem;Nfp;6;3;stems;50;0;50;50;0;57;N;;120118;1703;2338;;120213;120220;17,46;16,69;5,5;;48HRS;;0,77;
;leaves;Nfp;6;3;leaves;50;0;50;50;0;57;N;;120118;1704;2339;;120213;120220;7,78;7,52;5,5;;48HRS;;0,26;
;NFP-44-1-50cm-120118-dm;Nfp;44;1;dry_matter;50;0;50;50;0;57;N;;120118;1705;2340;;120213;120220;5,53;5,33;5,5;;48HRS;;0,20;
;roots;Nfp;44;1;roots;50;0;50;50;0;57;N;;120118;1706;2341;;120213;120220;15,52;14,88;5,5;;48HRS;;0,64;
;stem;Nfp;44;1;stems;50;0;50;50;0;57;N;;120118;1707;2342;;120213;120220;29,88;28,33;5,5;;48HRS;;1,55;
;leaves;Nfp;44;1;leaves;50;0;50;50;0;57;N;;120118;1708;2343;;120213;120220;7,71;7,32;5,5;;48HRS;;0,39;
;NFP-44-2-50cm-120118-dm;Nfp;44;2;dry_matter;50;0;50;50;0;57;N;;120118;1709;2344;;120213;120220;4,66;4,54;3,9;;48HRS;;0,12;
;roots;Nfp;44;2;roots;50;0;50;50;0;57;N;;120118;1710;2345;;120213;120220;6,7;6,5;5,5;;48HRS;;0,20;
;stem;Nfp;44;2;stems;50;0;50;50;0;57;N;;120118;1711;2346;;120213;120220;10,09;9,69;5,5;;48HRS;;0,40;
;leaves;Nfp;44;2;leaves;50;0;50;50;0;57;N;;120118;1712;2347;;120213;120220;6,37;6,18;5,5;;48HRS;;0,19;
;NFP-44-3-50cm-120118-dm;Nfp;44;3;dry_matter;50;0;50;50;0;57;N;;120118;1713;2348;;120213;120220;;;;;48HRS;dead;;
;roots;Nfp;44;3;roots;50;0;50;50;0;57;N;;120118;1714;2349;;120213;120220;;;;;48HRS;dead;;
;stem;Nfp;44;3;stems;50;0;50;50;0;57;N;;120118;1715;2350;;120213;120220;;;;;48HRS;dead;;
;leaves;Nfp;44;3;leaves;50;0;50;50;0;57;N;;120118;1716;2351;;120213;120220;;;;;48HRS;dead;;
;NFP-29-1-50cm-120118-dm;Nfp;29;1;dry_matter;50;0;50;50;0;57;N;;120118;1717;2352;;120213;120220;10,28;9,95;5,5;;48HRS;;0,33;
;roots;Nfp;29;1;roots;50;0;50;50;0;57;N;;120118;1718;2353;;120213;120220;22,77;21,54;5,5;;48HRS;;1,23;
;stem;Nfp;29;1;stems;50;0;50;50;0;57;N;;120118;1719;2354;;120213;120220;56,27;52,71;5,5;;48HRS;;3,56;
;leaves;Nfp;29;1;leaves;50;0;50;50;0;57;N;;120118;1720;2355;;120213;120220;13,03;12,43;5,5;;48HRS;;0,60;
;NFP-29-2-50cm-120118-dm;Nfp;29;2;dry_matter;50;0;50;50;0;57;N;;120118;1721;2356;;120213;120220;6,01;5,77;5,5;;48HRS;;0,24;
;roots;Nfp;29;2;roots;50;0;50;50;0;57;N;;120118;1722;2357;;120213;120220;11,47;11,04;5,5;;48HRS;;0,43;
;stem;Nfp;29;2;stems;50;0;50;50;0;57;N;;120118;1723;2358;;120213;120220;17,46;16,71;5,5;;48HRS;;0,75;
;leaves;Nfp;29;2;leaves;50;0;50;50;0;57;N;;120118;1724;2359;;120213;120220;5,6;5,41;3,9;;48HRS;;0,19;
;NFP-29-3-50cm-120118-dm;Nfp;29;3;dry_matter;50;0;50;50;0;57;N;;120118;1725;2360;;120213;120220;4,29;4,19;3,9;;48HRS;;0,10;
;roots;Nfp;29;3;roots;50;0;50;50;0;57;N;;120118;1726;2361;;120213;120220;3,94;3,85;3,9;;48HRS;;0,09;
;stem;Nfp;29;3;stems;50;0;50;50;0;57;N;;120118;1727;2362;;120213;120220;5,67;5,43;3,9;;48HRS;;0,24;
;leaves;Nfp;29;3;leaves;50;0;50;50;0;57;N;;120118;1728;2363;;120213;120220;4,42;4,27;3,9;;48HRS;;0,15;
;NFP-35-1-80cm-120118-dm;Nfp;35;1;dry_matter;80;0;80;80;0;57;N;;120118;1729;2364;;120213;120220;6,17;6,01;5,5;;48HRS;;0,16;
;roots;Nfp;35;1;roots;80;0;80;80;0;57;N;;120118;1730;2365;;120213;120220;7,21;6,93;5,5;;48HRS;;0,28;
;stem;Nfp;35;1;stems;80;0;80;80;0;57;N;;120118;1731;2366;;120213;120220;13,81;13,23;5,5;;48HRS;;0,58;
;leaves;Nfp;35;1;leaves;80;0;80;80;0;57;N;;120118;1732;2367;;120213;120220;7,89;7,52;5,5;;48HRS;;0,37;
;NFP-35-2-80cm-120118-dm;Nfp;35;2;dry_matter;80;0;80;80;0;57;N;;120118;1733;2368;;120213;120220;7,48;7,25;5,5;;48HRS;;0,23;
;roots;Nfp;35;2;roots;80;0;80;80;0;57;N;;120118;1734;2369;;120213;120220;15;14,37;5,5;;48HRS;;0,63;
;stem;Nfp;35;2;stems;80;0;80;80;0;57;N;;120118;1735;2370;;120213;120220;21,05;19,87;5,5;;48HRS;;1,18;
;leaves;Nfp;35;2;leaves;80;0;80;80;0;57;N;;120118;1736;2371;;120213;120220;6,53;6,25;5,5;;48HRS;;0,28;
;NFP-35-3-80cm-120118-dm;Nfp;35;3;dry_matter;80;0;80;80;0;57;N;;120118;1737;2372;;120213;120220;6,85;6,58;5,5;;48HRS;;0,27;
;roots;Nfp;35;3;roots;80;0;80;80;0;57;N;;120118;1738;2373;;120213;120220;11,22;10,73;5,5;;48HRS;;0,49;
;stem;Nfp;35;3;stems;80;0;80;80;0;57;N;;120118;1739;2374;;120213;120220;19,27;18,35;5,5;;48HRS;;0,92;
;leaves;Nfp;35;3;leaves;80;0;80;80;0;57;N;;120118;1740;2375;;120213;120220;6,2;5,92;5,5;;48HRS;;0,28;
;NFP-7-1-80cm-120118-dm;Nfp;7;1;dry_matter;80;0;80;80;0;57;N;;120118;1741;2376;;120213;120220;6,44;6,2;5,5;;48HRS;;0,24;
;roots;Nfp;7;1;roots;80;0;80;80;0;57;N;;120118;1742;2377;;120213;120220;14,23;13,68;5,5;;48HRS;;0,55;
;stem;Nfp;7;1;stems;80;0;80;80;0;57;N;;120118;1743;2378;;120213;120220;37,89;34,79;5,5;;48HRS;;3,10;
;leaves;Nfp;7;1;leaves;80;0;80;80;0;57;N;;120118;1744;2379;;120213;120220;11,94;11,56;5,5;;48HRS;;0,38;
;NFP-7-2-80cm-120118-dm;Nfp;7;2;dry_matter;80;0;80;80;0;57;N;;120118;1745;2380;;120213;120220;5,96;5,75;5,5;;48HRS;;0,21;
;roots;Nfp;7;2;roots;80;0;80;80;0;57;N;;120118;1746;2381;;120213;120220;7,88;7,57;5,5;;48HRS;;0,31;
;stem;Nfp;7;2;stems;80;0;80;80;0;57;N;;120118;1747;2382;;120213;120220;8,6;8,23;5,5;;48HRS;;0,37;
;leaves;Nfp;7;2;leaves;80;0;80;80;0;57;N;;120118;1748;2383;;120213;120220;6,44;6,26;5,5;;48HRS;;0,18;
;NFP-7-3-80cm-120118-dm;Nfp;7;3;dry_matter;80;0;80;80;0;57;N;;120118;1749;2384;;120213;120220;;;5,5;;48HRS;dead;;
;roots;Nfp;7;3;roots;80;0;80;80;0;57;N;;120118;1750;2385;;120213;120220;;;5,5;;48HRS;dead;;
;stem;Nfp;7;3;stems;80;0;80;80;0;57;N;;120118;1751;2386;;120213;120220;;;;;48HRS;dead;;
;leaves;Nfp;7;3;leaves;80;0;80;80;0;57;N;;120118;1752;2387;;120213;120220;;;3,9;;48HRS;dead;;
;NFP-9-1-80cm-120118-dm;Nfp;9;1;dry_matter;80;0;80;80;0;57;N;;120118;1753;2388;;120213;120220;6,36;6,2;5,5;;48HRS;;0,16;
;roots;Nfp;9;1;roots;80;0;80;80;0;57;N;;120118;1754;2389;;120213;120220;7,58;7,36;5,5;;48HRS;;0,22;
;stem;Nfp;9;1;stems;80;0;80;80;0;57;N;;120118;1755;2390;;120213;120220;10,23;9,78;5,5;;48HRS;;0,45;
;leaves;Nfp;9;1;leaves;80;0;80;80;0;57;N;;120118;1756;2391;;120213;120220;6,56;6,35;5,5;;48HRS;;0,21;
;NFP-9-2-80cm-120118-dm;Nfp;9;2;dry_matter;80;0;80;80;0;57;N;;120118;1757;2392;;120213;120220;6,83;6,64;5,5;;48HRS;;0,19;
;roots;Nfp;9;2;roots;80;0;80;80;0;57;N;;120118;1758;2393;;120213;120220;8,12;7,88;5,5;;48HRS;;0,24;
;stem;Nfp;9;2;stems;80;0;80;80;0;57;N;;120118;1759;2394;;120213;120220;12,02;11,47;5,5;;48HRS;;0,55;
;leaves;Nfp;9;2;leaves;80;0;80;80;0;57;N;;120118;1760;2395;;120213;120220;6,64;6,42;5,5;;48HRS;;0,22;
;NFP-9-3-80cm-120118-dm;Nfp;9;3;dry_matter;80;0;80;80;0;57;N;;120118;1761;2396;;120213;120220;6,95;6,76;5,5;;48HRS;;0,19;
;roots;Nfp;9;3;roots;80;0;80;80;0;57;N;;120118;1762;2397;;120213;120220;9,8;9,37;5,5;;48HRS;;0,43;
;stem;Nfp;9;3;stems;80;0;80;80;0;57;N;;120118;1763;2398;;120213;120220;15,87;15,03;5,5;;48HRS;;0,84;
;leaves;Nfp;9;3;leaves;80;0;80;80;0;57;N;;120118;1764;2399;;120213;120220;7,7;7,44;5,5;;48HRS;;0,26;
;C1-1-0cm-120118-dm;Nfp;NF7;1;dry_matter;0;0;0;0;0;0;NF7;;120104;1765;2400;;120213;120220;6,16;5,97;5,5;;48HRS;;0,19;
;C1-2-0cm-120118-roots;Nfp;NF7;1;roots;0;0;0;0;0;0;NF7;;120104;1766;2401;;120213;120220;6,01;5,82;5,5;;48HRS;;0,19;
;C1-3-0cm-120118-stem;Nfp;NF7;1;stems;0;0;0;0;0;0;NF7;;120104;1767;2402;;120213;120220;10,77;10,25;5,5;;48HRS;;0,52;
;C1-4-0cm-120118-leaves;Nfp;NF7;1;leaves;0;0;0;0;0;0;NF7;;120104;1768;2403;;120213;120220;6,45;6,26;5,5;;48HRS;;0,19;
;C2-1-0cm-120118-dm;Nfp;NF7;2;dry_matter;0;0;0;0;0;0;NF7;;120104;1769;2404;;120213;120220;5,98;5,77;5,5;;48HRS;;0,21;
;C2-2-0cm-120118-roots;Nfp;NF7;2;roots;0;0;0;0;0;0;NF7;;120104;1770;2405;;120213;120220;5,83;5,62;5,5;;48HRS;;0,21;
;C2-3-0cm-120118-stem;Nfp;NF7;2;stems;0;0;0;0;0;0;NF7;;120104;1771;2406;;120213;120220;9,35;9,02;5,5;;48HRS;;0,33;
;C2-4-0cm-120118-leaves;Nfp;NF7;2;leaves;0;0;0;0;0;0;NF7;;120104;1772;2407;;120213;120220;6,11;5,93;5,5;;48HRS;;0,18;
;C3-1-0cm-120118-dm;Nfp;NF7;3;dry_matter;0;0;0;0;0;0;NF7;;120104;1773;2408;;120213;120220;6,07;5,88;5,5;;48HRS;;0,19;
;C3-2-0cm-120118-roots;Nfp;NF7;3;roots;0;0;0;0;0;0;NF7;;120104;1774;2409;;120213;120220;5,8;5,63;5,5;;48HRS;;0,17;
;C3-3-0cm-120118-stem;Nfp;NF7;3;stems;0;0;0;0;0;0;NF7;;120104;1775;2410;;120213;120220;11,36;10,8;5,5;;48HRS;;0,56;
;C3-4-0cm-120118-leaves;Nfp;NF7;3;leaves;0;0;0;0;0;0;NF7;;120104;1776;2411;;120213;120220;7,34;7,11;5,5;;48HRS;;0,23;
;C4-1-0cm-120118-dm;Nfp;NF7;4;dry_matter;0;0;0;0;0;0;NF7;;120104;1777;2412;;120213;120220;6,13;5,89;5,5;;48HRS;;0,24;
;C4-2-0cm-120118-roots;Nfp;NF7;4;roots;0;0;0;0;0;0;NF7;;120104;1778;2413;;120213;120220;5,73;5,58;5,5;;48HRS;;0,15;
;C4-3-0cm-120118-stem;Nfp;NF7;4;stems;0;0;0;0;0;0;NF7;;120104;1779;2414;;120213;120220;9,35;8,91;5,5;;48HRS;;0,44;
;C4-4-0cm-120118-leaves;Nfp;NF7;4;leaves;0;0;0;0;0;0;NF7;;120104;1780;2415;;120213;120220;6,53;6,37;5,5;;48HRS;;0,16;
;C5-1-0cm-120118-dm;Nfp;NF7;5;dry_matter;0;0;0;0;0;0;NF7;;120104;1781;2416;;120213;120220;6,18;5,97;5,5;;48HRS;;0,21;
;C5-2-0cm-120118-roots;Nfp;NF7;5;roots;0;0;0;0;0;0;NF7;;120104;1782;2417;;120213;120220;5,87;5,69;5,5;;48HRS;;0,18;
;C5-3-0cm-120118-stem;Nfp;NF7;5;stems;0;0;0;0;0;0;NF7;;120104;1783;2418;;120213;120220;9,24;8,91;5,5;;48HRS;;0,33;
;C5-4-0cm-120118-leaves;Nfp;NF7;5;leaves;0;0;0;0;0;0;NF7;;120104;1784;2419;;120213;120220;6,37;6,23;5,5;;48HRS;;0,14;
;C6-1-0cm-120118-dm;Nfp;NF7;6;dry_matter;0;0;0;0;0;0;NF7;;120104;1785;2420;;120213;120220;5,72;5,54;5,5;;48HRS;;0,18;
;C6-2-0cm-120118-roots;Nfp;NF7;6;roots;0;0;0;0;0;0;NF7;;120104;1786;2421;;120213;120220;5,81;5,64;5,5;;48HRS;;0,17;
;C6-3-0cm-120118-stem;Nfp;NF7;6;stems;0;0;0;0;0;0;NF7;;120104;1787;2422;;120213;120220;9,43;8,96;5,5;;48HRS;;0,47;
;C6-4-0cm-120118-leaves;Nfp;NF7;6;leaves;0;0;0;0;0;0;NF7;;120104;1788;2423;;120213;120220;6,39;6,22;5,5;;48HRS;;0,17;
;C7-1-0cm-120118-dm;Nfp;NF7;7;dry_matter;0;0;0;0;0;0;NF7;;120104;1789;2424;;120213;120220;6,03;5,88;5,5;;48HRS;;0,15;
;C7-2-0cm-120118-roots;Nfp;NF7;7;roots;0;0;0;0;0;0;NF7;;120104;1790;2425;;120213;120220;5,9;5,74;5,5;;48HRS;;0,16;
;C7-3-0cm-120118-stem;Nfp;NF7;7;stems;0;0;0;0;0;0;NF7;;120104;1791;2426;;120213;120220;9,32;8,93;5,5;;48HRS;;0,39;
;C7-4-0cm-120118-leaves;Nfp;NF7;7;leaves;0;0;0;0;0;0;NF7;;120104;1792;2427;;120213;120220;6,65;6,45;5,5;;48HRS;;0,20;
;C8-1-0cm-120118-dm;Nfp;NF7;8;dry_matter;0;0;0;0;0;0;NF7;;120104;1793;2428;;120213;120220;5,8;5,6;5,5;;48HRS;;0,20;
;C8-2-0cm-120118-roots;Nfp;NF7;8;roots;0;0;0;0;0;0;NF7;;120104;1794;2429;;120213;120220;5,87;5,72;5,5;;48HRS;;0,15;
;C8-3-0cm-120118-stem;Nfp;NF7;8;stems;0;0;0;0;0;0;NF7;;120104;1795;2430;;120213;120220;9,44;9,15;5,5;;48HRS;;0,29;
;C8-4-0cm-120118-leaves;Nfp;NF7;8;leaves;0;0;0;0;0;0;NF7;;120104;1796;2431;;120213;120220;6,4;6,19;5,5;;48HRS;;0,21;
;C9-1-0cm-120118-dm;Nfp;NF7;9;dry_matter;0;0;0;0;0;0;NF7;;120104;1797;2432;;120213;120220;6,64;6,46;5,5;;48HRS;;0,18;
;C9-2-0cm-120118-roots;Nfp;NF7;9;roots;0;0;0;0;0;0;NF7;;120104;1798;2433;;120213;120220;7,57;7,33;5,5;;48HRS;;0,24;
;C9-3-0cm-120118-stem;Nfp;NF7;9;stems;0;0;0;0;0;0;NF7;;120104;1799;2434;;120213;120220;9,98;9,5;5,5;;48HRS;;0,48;
;C9-4-0cm-120118-leaves;Nfp;NF7;9;leaves;0;0;0;0;0;0;NF7;;120104;1800;2435;;120213;120220;6,51;6,29;5,5;;48HRS;;0,22;
;C10-1-0cm-120118-dm;Nfp;NF21;1;dry_matter;0;0;0;0;0;0;NF21;;120118;1801;2436;;120213;120220;6,13;5,95;5,5;;48HRS;;0,18;
;C10-2-0cm-120118-roots;Nfp;NF21;1;roots;0;0;0;0;0;0;NF21;;120118;1802;2437;;120213;120220;6,2;6,02;5,5;;48HRS;;0,18;
;C10-3-0cm-120118-stem;Nfp;NF21;1;stems;0;0;0;0;0;0;NF21;;120118;1803;2438;;120213;120220;11,11;10,19;5,5;;48HRS;;0,92;
;C10-4-0cm-120118-leaves;Nfp;NF21;1;leaves;0;0;0;0;0;0;NF21;;120118;1804;2439;;120213;120220;7,43;7,14;5,5;;48HRS;;0,29;
;C11-1-0cm-120118-dm;Nfp;NF21;2;dry_matter;0;0;0;0;0;0;NF21;;120118;1805;2440;;120213;120220;6,51;6,32;5,5;;48HRS;;0,19;
;C11-2-0cm-120118-roots;Nfp;NF21;2;roots;0;0;0;0;0;0;NF21;;120118;1806;2441;;120213;120220;6,17;6,01;5,5;;48HRS;;0,16;
;C11-3-0cm-120118-stem;Nfp;NF21;2;stems;0;0;0;0;0;0;NF21;;120118;1807;2442;;120213;120220;7,96;7,54;5,5;;48HRS;;0,42;
;C11-4-0cm-120118-leaves;Nfp;NF21;2;leaves;0;0;0;0;0;0;NF21;;120118;1808;2443;;120213;120220;6,63;6,45;5,5;;48HRS;;0,18;
;C12-1-0cm-120118-dm;Nfp;NF21;3;dry_matter;0;0;0;0;0;0;NF21;;120118;1809;2444;;120213;120220;5,71;5,57;5,5;;48HRS;;0,14;
;C12-2-0cm-120118-roots;Nfp;NF21;3;roots;0;0;0;0;0;0;NF21;;120118;1810;2445;;120213;120220;6,41;6,21;5,5;;48HRS;;0,20;
;C12-3-0cm-120118-stem;Nfp;NF21;3;stems;0;0;0;0;0;0;NF21;;120118;1811;2446;;120213;120220;10,71;10,32;5,5;;48HRS;;0,39;
;C12-4-0cm-120118-leaves;Nfp;NF21;3;leaves;0;0;0;0;0;0;NF21;;120118;1812;2447;;120213;120220;6,79;6,56;5,5;;48HRS;;0,23;
;C13-1-0cm-120118-dm;Nfp;NF21;4;dry_matter;0;0;0;0;0;0;NF21;;120118;1813;2448;;120213;120220;6,36;6,16;5,5;;48HRS;;0,20;
;C13-2-0cm-120118-roots;Nfp;NF21;4;roots;0;0;0;0;0;0;NF21;;120118;1814;2449;;120213;120220;6,76;6,54;5,5;;48HRS;;0,22;
;C13-3-0cm-120118-stem;Nfp;NF21;4;stems;0;0;0;0;0;0;NF21;;120118;1815;2450;;120213;120220;7,53;7,16;5,5;;48HRS;;0,37;
;C13-4-0cm-120118-leaves;Nfp;NF21;4;leaves;0;0;0;0;0;0;NF21;;120118;1816;2451;;120213;120220;6,28;6,05;5,5;;48HRS;;0,23;
;C14-1-0cm-120118-dm;Nfp;NF21;5;dry_matter;0;0;0;0;0;0;NF21;;120118;1817;2452;;120213;120220;6,21;6;5,5;;48HRS;;0,21;
;C14-2-0cm-120118-roots;Nfp;NF21;5;roots;0;0;0;0;0;0;NF21;;120118;1818;2453;;120213;120220;7,11;6,93;5,5;;48HRS;;0,18;
;C14-3-0cm-120118-stem;Nfp;NF21;5;stems;0;0;0;0;0;0;NF21;;120118;1819;2454;;120213;120220;9,62;9,28;5,5;;48HRS;;0,34;
;C14-4-0cm-120118-leaves;Nfp;NF21;5;leaves;0;0;0;0;0;0;NF21;;120118;1820;2455;;120213;120220;6,68;6,54;5,5;;48HRS;;0,14;
;C15-1-0cm-120118-dm;Nfp;NF21;6;dry_matter;0;0;0;0;0;0;NF21;;120118;1821;2456;;120213;120220;5,89;5,69;5,5;;48HRS;;0,20;
;C15-2-0cm-120118-roots;Nfp;NF21;6;roots;0;0;0;0;0;0;NF21;;120118;1822;2457;;120213;120220;5,83;5,69;5,5;;48HRS;;0,14;
;C15-3-0cm-120118-stem;Nfp;NF21;6;stems;0;0;0;0;0;0;NF21;;120118;1823;2458;;120213;120220;7,23;6,98;5,5;;48HRS;;0,25;
;C15-4-0cm-120118-leaves;Nfp;NF21;6;leaves;0;0;0;0;0;0;NF21;;120118;1824;2459;;120213;120220;6,18;6,01;5,5;;48HRS;;0,17;
;C16-1-0cm-120118-dm;Nfp;NF21;7;dry_matter;0;0;0;0;0;0;NF21;;120118;1825;2460;;120213;120220;5,77;5,61;5,5;;48HRS;;0,16;
;C16-2-0cm-120118-roots;Nfp;NF21;7;roots;0;0;0;0;0;0;NF21;;120118;1826;2461;;120213;120220;7,13;6,97;5,5;;48HRS;;0,16;
;C16-3-0cm-120118-stem;Nfp;NF21;7;stems;0;0;0;0;0;0;NF21;;120118;1827;2462;;120213;120220;9,01;8,6;5,5;;48HRS;;0,41;
;C16-4-0cm-120118-leaves;Nfp;NF21;7;leaves;0;0;0;0;0;0;NF21;;120118;1828;2463;;120213;120220;6,57;6,4;5,5;;48HRS;;0,17;
;C17-1-0cm-120118-dm;Nfp;NF21;8;dry_matter;0;0;0;0;0;0;NF21;;120118;1829;2464;;120213;120220;5,99;5,84;5,5;;48HRS;;0,15;
;C17-2-0cm-120118-roots;Nfp;NF21;8;roots;0;0;0;0;0;0;NF21;;120118;1830;2465;;120213;120220;6,55;6,34;5,5;;48HRS;;0,21;
;C17-3-0cm-120118-stem;Nfp;NF21;8;stems;0;0;0;0;0;0;NF21;;120118;1831;2466;;120213;120220;10,36;9,72;5,5;;48HRS;;0,64;
;C17-4-0cm-120118-leaves;Nfp;NF21;8;leaves;0;0;0;0;0;0;NF21;;120118;1832;2467;;120213;120220;6,99;6,8;5,5;;48HRS;;0,19;
;C18-1-0cm-120118-dm;Nfp;NF21;9;dry_matter;0;0;0;0;0;0;NF21;;120118;1833;2468;;120213;120220;5,88;5,75;5,5;;48HRS;;0,13;
;C18-2-0cm-120118-roots;Nfp;NF21;9;roots;0;0;0;0;0;0;NF21;;120118;1834;2469;;120213;120220;5,79;5,64;5,5;;48HRS;;0,15;
;C18-3-0cm-120118-stem;Nfp;NF21;9;stems;0;0;0;0;0;0;NF21;;120118;1835;2470;;120213;120220;7,09;6,82;5,5;;48HRS;;0,27;
;C18-4-0cm-120118-leaves;Nfp;NF21;9;leaves;0;0;0;0;0;0;NF21;;120118;1836;2471;;120213;120220;6,65;6,45;5,5;;48HRS;;0,20;
;C19 -dm;Nfp;NF35;1;dry_matter;0;0;0;0;0;0;NF35;1;120201;1889;2524;;120227;120229;7,38;7,17;5,46;;;;0,21;
;C19 -roots;Nfp;NF35;1;roots;0;0;0;0;0;0;NF35;2;120201;1890;2525;;120227;120229;9,03;8,8;5,41;;;;0,23;
;C19 -stem;Nfp;NF35;1;stems;0;0;0;0;0;0;NF35;3;120201;1891;2526;;120227;120229;12,84;11,99;5,38;;;;0,85;
;C19 -leaves;Nfp;NF35;1;leaves;0;0;0;0;0;0;NF35;4;120201;1892;2527;;120227;120229;10;9,66;5,44;;;;0,34;
;C-20 - dm;Nfp;NF35;2;dry_matter;0;0;0;0;0;0;NF35;1;120201;1893;2528;;120227;120229;8,43;8,18;5,46;;;;0,25;
;C20 - Roots;Nfp;NF35;2;roots;0;0;0;0;0;0;NF35;2;120201;1894;2529;;120227;120229;8,42;8,23;5,42;;;;0,19;
;C20 - stem;Nfp;NF35;2;stems;0;0;0;0;0;0;NF35;3;120201;1895;2530;;120227;120229;24,64;21,76;5,42;;;;2,88;
;C20 - leaves;Nfp;NF35;2;leaves;0;0;0;0;0;0;NF35;4;120201;1896;2531;;120227;120229;10,59;10,25;5,46;;;;0,34;
